Dataset,Owner,Create Date,Last Modified Date,KB,MB,GB
F3VC_HCCANDENR9,f3vc,2016-06-08,2016-06-08,32,0.03,0
F3VC_HCCS_UPDATED_2016,f3vc,2016-03-01,2016-03-01,56,0.05,0
F3VC_HCC_201601,f3vc,2016-03-02,2016-03-02,24,0.02,0
F3VC_HCC_201601_FINAL,f3vc,2016-03-02,2016-03-02,32,0.03,0
F3VC_HCC_201601_V2,f3vc,2016-03-02,2016-03-02,32,0.03,0
F3VC_HCC_ALL_CLMS,f3vc,2016-02-29,2016-02-29,1134392,1107.8,1.082
F3VC_HCC_CCC_201601,f3vc,2016-01-22,2016-01-22,40,0.04,0
F3VC_HCC_CCC_201601_10,f3vc,2016-03-01,2016-03-01,40,0.04,0
F3VC_HCC_CCC_201601_11,f3vc,2016-03-01,2016-03-01,24,0.02,0
F3VC_HCC_CCC_201601_11_V2,f3vc,2016-03-01,2016-03-01,32,0.03,0
F3VC_HCC_CCC_201601_11_V3,f3vc,2016-03-01,2016-03-01,32,0.03,0
F3VC_HCC_FINAL_20151019,f3vc,2015-10-19,2015-10-19,232072,226.63,0.221
F3VC_HCC_FROM_CMS,f3vc,2015-12-15,2015-12-15,40,0.04,0
F3VC_HCC_IDS_0520,f3vc,2016-05-20,2016-05-20,24,0.02,0
F3VC_HCC_MAP,f3vc,2016-03-01,2016-03-01,192056,187.55,0.183
F3VC_HD_STRAT_NOENG_ADL,f3vc,2016-04-04,2016-04-04,3592,3.51,0.003
F3VC_HEDIS_2015_COUNTY,f3vc,2016-06-02,2016-06-02,392,0.38,0
F3VC_HEDIS_2015_POD,f3vc,2016-06-02,2016-06-02,88,0.09,0
F3VC_HEDIS_201604,f3vc,2016-06-14,2016-06-14,392,0.38,0
F3VC_HEDIS_201605,f3vc,2016-06-30,2016-06-30,392,0.38,0
F3VC_HEDIS_201606,f3vc,2016-07-08,2016-07-08,65544,64.01,0.063
F3VC_HEDIS_RAW_2015,f3vc,2016-06-03,2016-06-03,115784,113.07,0.11
F3VC_HIGHCOST_EV201508,f3vc,2015-10-12,2015-10-12,622640,608.05,0.594
F3VC_ICD9_TO_ICD10_MAP,f3vc,2015-12-14,2015-12-14,39008,38.09,0.037
F3VC_JAN_DISENROLL,f3vc,2016-05-11,2016-05-11,42048,41.06,0.04
F3VC_JOIN_DOLLAR_COUNTY,f3vc,2016-06-02,2016-06-02,1280,1.25,0.001
F3VC_KIM_CMDM_201604,f3vc,2016-06-01,2016-06-01,41672,40.7,0.04
F3VC_KIM_CMDM_201605,f3vc,2016-06-19,2016-06-19,68808,67.2,0.066
F3VC_KIM_CMDM_201606,f3vc,2016-07-18,2016-07-18,42696,41.7,0.041
F3VC_MARCH_DISENROLL,f3vc,2016-05-12,2016-05-12,27408,26.77,0.026
F3VC_MEASURES_ALL,f3vc,2016-06-02,2016-06-02,40,0.04,0
F3VC_MEDHMO_ENR,f3vc,2016-05-11,2016-05-11,40,0.04,0
F3VC_MEDHMO_ENR_ALL,f3vc,2016-05-11,2016-05-11,48,0.05,0
F3VC_MED_IMPACT,f3vc,2016-07-20,2016-07-20,2992,2.92,0.003
F3VC_MTM_H1026_2015,f3vc,2016-04-22,2016-04-22,504,0.49,0
F3VC_MTM_H1026_201511,f3vc,2016-05-16,2016-05-16,504,0.49,0
F3VC_MTM_H1026_2015_2,f3vc,2016-05-14,2016-05-14,2008,1.96,0.002
F3VC_MTM_H1026_201604,f3vc,2016-05-23,2016-05-23,344,0.34,0
F3VC_MTM_H1026_201606,f3vc,2016-07-19,2016-07-19,376,0.37,0
F3VC_MTM_H5434_2015,f3vc,2016-04-22,2016-04-22,184,0.18,0
F3VC_MTM_H5434_201511,f3vc,2016-05-16,2016-05-16,184,0.18,0
F3VC_MTM_H5434_2015_2,f3vc,2016-05-14,2016-05-14,648,0.63,0.001
F3VC_MTM_H5434_201604,f3vc,2016-05-23,2016-05-23,136,0.13,0
F3VC_MTM_H5434_201606,f3vc,2016-07-19,2016-07-19,152,0.15,0
F3VC_MTM_JOINED,f3vc,2016-07-20,2016-07-20,536,0.52,0.001
F3VC_MTM_JOINED_201606,f3vc,2016-07-20,2016-07-20,536,0.52,0.001
F3VC_MTM_R3332_2015,f3vc,2016-04-22,2016-04-22,392,0.38,0
F3VC_MTM_R3332_201511,f3vc,2016-05-16,2016-05-16,392,0.38,0
F3VC_MTM_R3332_2015_2,f3vc,2016-05-14,2016-05-14,1608,1.57,0.002
F3VC_MTM_R3332_201604,f3vc,2016-05-23,2016-05-23,264,0.26,0
F3VC_MTM_R3332_201606,f3vc,2016-07-19,2016-07-19,280,0.27,0
F3VC_MTM_S5904_2015,f3vc,2016-04-22,2016-04-22,1208,1.18,0.001
F3VC_MTM_S5904_201511,f3vc,2016-05-16,2016-05-16,1176,1.15,0.001
F3VC_MTM_S5904_2015_2,f3vc,2016-05-14,2016-05-14,4728,4.62,0.005
F3VC_MTM_S5904_201604,f3vc,2016-05-23,2016-05-23,744,0.73,0.001
F3VC_MTM_S5904_201606,f3vc,2016-07-19,2016-07-19,808,0.79,0.001
F3VC_MTM_STD_2015,f3vc,2016-05-16,2016-05-16,16,0.02,0
F3VC_NCQA_ALL_NODELETE,f3vc,2016-07-22,2016-07-22,3400,3.32,0.003
F3VC_NCQA_ALL_NODELETE2,f3vc,2016-07-18,2016-07-18,3336,3.26,0.003
F3VC_NONCOMPLIANT_CCM,f3vc,2016-07-08,2016-07-08,24,0.02,0
F3VC_PDE_2015,f3vc,2016-06-01,2016-06-01,153864,150.26,0.147
F3VC_PDE_201604,f3vc,2016-06-03,2016-06-03,140424,137.13,0.134
F3VC_PDE_201605,f3vc,2016-06-14,2016-06-14,144392,141.01,0.138
F3VC_PDE_201606,f3vc,2016-07-18,2016-07-18,147144,143.7,0.14
F3VC_PDE_RAW_2015,f3vc,2016-05-12,2016-05-12,140936,137.63,0.134
F3VC_POD_OUTPUT_0229,f3vc,2016-02-29,2016-02-29,188936,184.51,0.18
F3VC_RAW_UM_APPEALS,f3vc,2016-05-12,2016-05-12,1136,1.11,0.001
F3VC_STARS_CNTY_FINAL,f3vc,2016-06-02,2016-06-02,1112,1.09,0.001
F3VC_STARS_CNTY_FINAL_HP,f3vc,2016-07-01,2016-07-01,440,0.43,0
F3VC_STARS_CUTPOINTS,f3vc,2016-05-02,2016-05-02,24,0.02,0
F3VC_STARS_PER_COUNTY_2,f3vc,2016-05-27,2016-05-27,32,0.03,0
F3VC_STARS_POD_FINAL,f3vc,2016-05-31,2016-05-31,16,0.02,0
F3VC_UPDATED_ENR,f3vc,2016-04-08,2016-04-08,3432,3.35,0.003
FALLS_ALINEO,d1p3,2014-02-12,2014-02-12,2432,2.38,0.002
FALLS_ALINEO_EXCL,d1p3,2014-02-12,2014-02-12,1064,1.04,0.001
FALLS_ANALYTIC_FILE,d1p3,2014-01-16,2014-01-16,893768,872.82,0.852
FALLS_ANALYTIC_FILE_2013,d1p3,2014-01-29,2014-01-29,576136,562.63,0.549
FALLS_ANALYTIC_FILE_FINAL,d1p3,2014-01-31,2014-01-31,893768,872.82,0.852
FALLS_ANALYTIC_FILE_FINAL_NOMISS,d1p3,2014-04-22,2014-04-22,893768,872.82,0.852
FALLS_CURRENT,d1p3,2014-01-17,2014-01-17,2536,2.48,0.002
FALLS_DISTINCT_MEMBERS,d1p3,2014-01-13,2014-01-13,88264,86.2,0.084
FALLS_DISTINCT_MEMBERS_2013,d1p3,2014-01-27,2014-01-27,103048,100.63,0.098
FALLS_FEP_FINAL_FEB2014,d1p3,2014-02-13,2014-02-13,3224,3.15,0.003
FALLS_FEP_MA_PROG,d1p3,2014-02-13,2014-02-13,6216,6.07,0.006
FALLS_HD_ALINEO,d1p3,2014-02-12,2014-02-12,624,0.61,0.001
FALLS_HD_ALINEO_JIVA,d1p3,2014-02-13,2014-02-13,720,0.7,0.001
FALLS_HD_ENG_DEC,d1p3,2014-02-12,2014-02-12,304,0.3,0
FALLS_JIVA_MEMS,d1p3,2014-02-12,2014-02-12,5944,5.8,0.006
FALLS_MA_FEP_FEB2014,d1p3,2014-02-13,2014-02-13,3224,3.15,0.003
FALLS_MA_FINAL_FEB2014,d1p3,2014-02-13,2014-02-13,2120,2.07,0.002
FALLS_MBRS_RISKFLAGS_SCORE_2013,d1p3,2014-01-27,2014-01-27,140360,137.07,0.134
FALLS_MED_1YR,d1p3,2014-01-13,2014-01-13,2736968,2672.82,2.61
FALLS_MED_1YR_2013,d1p3,2014-01-27,2014-01-27,3284848,3207.86,3.133
FALLS_MED_1YR_CURRENT,d1p3,2014-01-13,2014-01-13,3264848,3188.33,3.114
FALLS_MEMBERS_RISKFLAGS,d1p3,2014-01-16,2014-01-16,117256,114.51,0.112
FALLS_MEMBERS_RISKFLAGS_2013,d1p3,2014-01-27,2014-01-27,136840,133.63,0.131
FALLS_MEMBERS_RISKFLAGS_SCORE,d1p3,2014-01-16,2014-01-16,120264,117.45,0.115
FALLS_MEMONEREC_2013,d1p3,2014-01-29,2014-01-29,421064,411.2,0.402
FALLS_NRC_1YR,d1p3,2014-01-13,2014-01-13,6168,6.02,0.006
FALLS_NRC_1YR_2013,d1p3,2014-01-27,2014-01-27,6208,6.06,0.006
FALLS_NRC_MBR,d1p3,2016-04-06,2016-04-06,24,0.02,0
FALLS_NRC_MBR_201605,d1p3,2016-07-06,2016-07-06,32,0.03,0
FALLS_PHA_1YR,d1p3,2014-01-13,2014-01-13,35976,35.13,0.034
FALLS_PHA_1YR_2013,d1p3,2014-01-27,2014-01-27,21320,20.82,0.02
FALLS_PROGRAMS_FEP,d1p3,2014-02-03,2014-02-03,20040,19.57,0.019
FALLS_PROGRAMS_MA,d1p3,2014-02-03,2014-02-03,14856,14.51,0.014
FALLS_RANKED_FEP,d1p3,2014-02-13,2014-02-13,3760,3.67,0.004
FALLS_RANKED_MA,d1p3,2014-02-13,2014-02-13,2472,2.41,0.002
FALLS_RX_1YR,d1p3,2014-01-13,2014-01-13,478088,466.88,0.456
FALLS_RX_1YR_2013,d1p3,2014-01-27,2014-01-27,707968,691.38,0.675
FALLS_SCORE_FEP_FEB2014,d1p3,2014-02-13,2014-02-13,291464,284.63,0.278
FALLS_SCORE_MA_FEB2014,d1p3,2014-02-13,2014-02-13,157128,153.45,0.15
FALL_FEP_PROG,d1p3,2014-02-03,2014-02-03,269704,263.38,0.257
FALL_FINAL_DATA,d1p3,2014-04-24,2014-04-24,266312,260.07,0.254
FALL_LIST_201605,d1p3,2016-07-06,2016-07-06,57528,56.18,0.055
FALL_MA_PROG,d1p3,2014-02-03,2014-02-03,92360,90.2,0.088
FALL_MED_STUDY_MODEL_COMB,d1p3,2014-04-28,2014-04-28,179400,175.2,0.171
FALL_RISK_FACTORS_FINAL,d1p3,2014-01-16,2014-01-16,23832,23.27,0.023
FALL_RISK_FACTORS_FINAL_2013,d1p3,2014-01-27,2014-01-27,25256,24.66,0.024
FALL_RISK_FACTORS_PRE,d1p3,2014-01-16,2014-01-16,2599272,2538.35,2.479
FALL_RISK_FACTORS_PRE_2013,d1p3,2014-01-27,2014-01-27,3240472,3164.52,3.09
FEPMEM_V,e2a6,2012-01-06,2012-01-06,16,0.02,0
FEPMEM_VA,e2a6,2012-01-08,2012-01-08,16,0.02,0
FEP_ALI_1ROW,d1p3,2014-02-03,2014-02-03,440,0.43,0
FEP_MA_SCORED_FEB2014_MEDPRIM,d1p3,2014-02-13,2014-02-13,3568,3.48,0.003
FEP_MBRS_WO_EXCL,f0i6,2013-08-29,2013-08-29,16,0.02,0
FINAL_CLAIMS,f6n9,2014-05-13,2014-05-13,113360,110.7,0.108
FINAL_DEDUP,e8ja,2016-05-19,2016-05-19,16,0.02,0
FINAL_MBRS,f6n9,2014-04-01,2014-04-01,688,0.67,0.001
FINAL_MEMBER_CCI,e2a6,2012-03-22,2012-03-22,1420056,1386.77,1.354
FINAL_MEMBER_CCI_HMOPPO,e2a6,2012-03-22,2012-03-22,521256,509.04,0.497
FINAL_OUTCOMES_ALLVARS_PA,d1p3,2012-05-14,2012-05-14,424,0.41,0
FOQUARTER,e2a6,2012-03-19,2012-03-19,5525480,5395.98,5.27
FORT_DISTANCE_30,d1p3,2014-06-02,2014-06-02,49096,47.95,0.047
FQPROFCLAIMS,e2a6,2012-03-15,2012-03-15,5971592,5831.63,5.695
FQUARTER,e2a6,2012-03-19,2012-03-19,5975240,5835.2,5.698
FUNCS,f6n9,2014-07-22,2014-07-22,136,0.13,0
GAP_PLAN,d1p3,2015-03-31,2015-03-31,67448,65.87,0.064
GLUCOSE,d1p3,2012-07-16,2012-07-16,47904,46.78,0.046
GUIDEWELL_STARS_FINAL_06JUN14,g0av,2014-06-09,2014-06-09,1896,1.85,0.002
HAC_NAME,d1p3,2013-11-21,2013-11-21,40,0.04,0
HAC_NAME_9,d1p3,2013-11-21,2013-11-21,40,0.04,0
HAL_MSR_CMS,d7yp,2015-02-23,2015-02-23,48,0.05,0
HAL_MSR_GAPS,d7yp,2015-02-23,2015-02-23,48,0.05,0
HAL_MSR_HEDIS,d7yp,2015-11-02,2015-11-02,88,0.09,0
HA_HRMP_80055,d1p3,2012-04-23,2012-04-23,49032,47.88,0.047
HA_HRMP_CLAIMS,d1p3,2012-04-20,2012-04-20,10256,10.02,0.01
HCA_CLAIMS,d1p3,2011-07-25,2011-07-25,15432,15.07,0.015
HCA_CLAIMS_CNSR_MISS,d1p3,2011-07-26,2011-07-26,264,0.26,0
HCA_ER_CNSR_NYU,d1p3,2011-07-26,2011-07-26,16,0.02,0
HCC_ID,f6n9,2014-05-01,2014-05-01,616,0.6,0.001
HD_201412,f0de,2015-06-03,2015-06-03,448,0.44,0
HD_201503,d1p3,2015-04-11,2015-04-11,128,0.13,0
HD_201504,d1p3,2015-05-05,2015-05-05,80432,78.55,0.077
HD_201505,d1p3,2015-05-27,2015-05-27,83720,81.76,0.08
HD_201506,e8yf,2015-07-12,2015-07-12,84976,82.98,0.081
HD_201507,e8yf,2015-08-12,2015-08-12,86376,84.35,0.082
HD_201509,e8yf,2015-10-18,2015-10-18,90264,88.15,0.086
HD_201510,e8yf,2015-11-19,2015-11-19,91576,89.43,0.087
HD_201511,e8yf,2015-12-21,2015-12-21,93208,91.02,0.089
HD_201512,e8yf,2016-01-31,2016-01-31,94440,92.23,0.09
HD_201601,e8yf,2016-02-25,2016-02-25,73960,72.23,0.071
HD_201602,f3vc,2016-04-04,2016-04-04,79352,77.49,0.076
HD_201603,f3s3,2016-07-14,2016-07-14,87960,85.9,0.084
HD_201604,f3s3,2016-07-14,2016-07-14,91064,88.93,0.087
HD_EXCL_V,e2a6,2012-01-06,2012-01-06,2736,2.67,0.003
HD_GROUPS_HARPER,d1p3,2011-03-28,2011-03-28,16,0.02,0
HD_GROUPS_HARPER_DEC2010,d1p3,2011-03-28,2011-03-28,8592,8.39,0.008
HD_GROUPS_SUMMARY_HARPER,d1p3,2011-03-28,2011-03-28,16,0.02,0
HD_HCC_201412,f0de,2015-06-03,2015-06-03,16,0.02,0
HD_POLK2,d1p3,2011-02-28,2011-02-28,20744,20.26,0.02
HD_RTM_201506,d1p3,2015-09-19,2015-09-19,86416,84.39,0.082
HD_STATE,d1p3,2015-11-05,2015-11-05,23008,22.47,0.022
HD_STATE_201503,d1p3,2015-04-20,2015-04-20,19120,18.67,0.018
HD_STATE_201509,d1p3,2015-10-19,2015-10-19,19152,18.7,0.018
HD_STATE_YRMO_END_KJ,ha05,2015-07-16,2015-07-16,31840,31.09,0.03
HD_STRAT,d1p3,2014-09-30,2014-09-30,256,0.25,0
HD_STRAT_NOENG,d1p3,2015-05-27,2015-05-27,4080,3.98,0.004
HD_STRAT_NOENG_ADL,e8yf,2016-02-25,2016-02-25,3576,3.49,0.003
HD_YTD_201506,d1p3,2015-09-19,2015-09-19,86416,84.39,0.082
HEDIS_GC_VIJIT_060614,g0av,2014-06-06,2014-06-06,23544,22.99,0.022
HIGHCOSTFIREDRILL_201509,e8yf,2015-11-04,2015-11-04,387464,378.38,0.37
HIGHCOST_,d1ie,2015-06-15,2015-06-15,32,0.03,0
HIGHCOST_201412,d1p3,2015-10-27,2015-10-27,400688,391.3,0.382
HIGHCOST_201501,d1p3,2015-05-05,2015-05-05,398312,388.98,0.38
HIGHCOST_201503,d1p3,2015-04-10,2015-04-10,327272,319.6,0.312
HIGHCOST_201504,d1p3,2015-05-05,2015-05-05,327272,319.6,0.312
HIGHCOST_201505,d1p3,2015-06-12,2015-06-12,337832,329.91,0.322
HIGHCOST_201506,e8yf,2015-07-13,2015-07-13,343424,335.38,0.328
HIGHCOST_201507,e8yf,2015-08-14,2015-08-14,336104,328.23,0.321
HIGHCOST_201508,d1p3,2015-10-07,2015-10-07,615680,601.25,0.587
HIGHCOST_201509,e8yf,2015-10-16,2015-10-16,347024,338.89,0.331
HIGHCOST_201510,e8yf,2015-11-18,2015-11-18,645344,630.22,0.615
HIGHCOST_201511,e8yf,2015-12-16,2015-12-16,805424,786.55,0.768
HIGHCOST_201512,e8yf,2016-02-01,2016-02-01,813944,794.87,0.776
HIGHCOST_201601,e8yf,2016-02-23,2016-02-23,728024,710.96,0.694
HIGHCOST_201602,f3vc,2016-04-04,2016-04-04,739856,722.52,0.706
HIGHCOST_201603,f3s3,2016-07-14,2016-07-14,773144,755.02,0.737
HIGHCOST_201604,f3s3,2016-07-14,2016-07-14,786248,767.82,0.75
HIGHCOST_ACA_201506,e8yf,2015-07-28,2015-07-28,137264,134.05,0.131
HIGHCOST_ACA_POP_MNG_201506,e8yf,2015-07-28,2015-07-28,137264,134.05,0.131
HIGHCOST_BG,d1ie,2015-06-15,2015-06-15,413912,404.21,0.395
HIGHCOST_DEF_201506,e8yf,2015-07-13,2015-07-13,840680,820.98,0.802
HIGHCOST_DEF_201507,e8yf,2015-08-18,2015-08-18,823304,804.01,0.785
HIGHCOST_DEF_201509,e8yf,2015-10-18,2015-10-18,851048,831.1,0.812
HIGHCOST_DEF_201510,e8yf,2015-11-19,2015-11-19,1581752,1544.68,1.508
HIGHCOST_DEF_201511,e8yf,2015-12-21,2015-12-21,1764064,1722.72,1.682
HIGHCOST_DEF_201512,e8yf,2016-02-02,2016-02-02,1736064,1695.38,1.656
HIGHCOST_DEF_201601,e8yf,2016-02-25,2016-02-25,1586712,1549.52,1.513
HIGHCOST_DEF_201602,f3vc,2016-04-04,2016-04-04,1612528,1574.73,1.538
HIGHCOST_DEF_201603,f3s3,2016-07-14,2016-07-14,1688072,1648.51,1.61
HIGHCOST_DEF_201604,f3s3,2016-07-14,2016-07-14,1716688,1676.45,1.637
HIGHCOST_DEF_ACA_201506,e8yf,2015-07-28,2015-07-28,301176,294.12,0.287
HIGHCOST_DEF_EG_201506,e8yf,2015-08-04,2015-08-04,1030616,1006.46,0.983
HIGHCOST_EG_201506,e8yf,2015-08-03,2015-08-03,429200,419.14,0.409
HIGHCOST_EV201507,d1p3,2015-09-18,2015-09-18,615416,600.99,0.587
HIGHCOST_PODS_201412,d1p3,2015-10-23,2015-10-23,400688,391.3,0.382
HIGHCOST_PODS_201507,d1p3,2015-09-14,2015-09-14,372200,363.48,0.355
HIGHCOST_PROF_ALL,d1p3,2015-02-26,2015-02-26,549160,536.29,0.524
HIGHCOST_PVDR_NAME,d1p3,2015-02-18,2015-02-18,33928,33.13,0.032
HIGHCOST_RTM_201506,d1p3,2015-09-18,2015-09-18,693608,677.35,0.661
HIGHCOST_RXAUTHS_,f3vc,2016-04-04,2016-04-04,16,0.02,0
HIGHCOST_RXAUTHS_201507,e8yf,2015-08-18,2015-08-18,1840,1.8,0.002
HIGHCOST_RXAUTHS_201508,d1p3,2015-09-28,2015-09-28,2768,2.7,0.003
HIGHCOST_RXAUTHS_201509,e8yf,2015-10-16,2015-10-16,2024,1.98,0.002
HIGHCOST_RXAUTHS_201510,e8yf,2015-11-18,2015-11-18,3072,3,0.003
HIGHCOST_RXAUTHS_201511,e8yf,2015-12-17,2015-12-17,3176,3.1,0.003
HIGHCOST_RXAUTHS_201512,e8yf,2016-02-01,2016-02-01,3264,3.19,0.003
HIGHCOST_RXAUTHS_201601,e8yf,2016-02-24,2016-02-24,1488,1.45,0.001
HIGHCOST_RXAUTHS_201602,f3vc,2016-04-04,2016-04-04,1440,1.41,0.001
HIGHCOST_RXAUTHS_201603,f3s3,2016-07-14,2016-07-14,1736,1.7,0.002
HIGHCOST_RXAUTHS_201604,f3s3,2016-07-14,2016-07-14,1968,1.92,0.002
HIGHCOST_UNMANAGED_IP,d1p3,2015-02-27,2015-02-27,64,0.06,0
HIGHCOST_YTD_201506,d1p3,2015-09-18,2015-09-18,607088,592.86,0.579
HIGHRISK_10_MA,d1p3,2015-08-25,2015-08-25,32520,31.76,0.031
HIGHRISK_10_MA2,d1p3,2015-08-25,2015-08-25,32072,31.32,0.031
HIGHRISK_5_ACA,d1p3,2015-08-25,2015-08-25,64008,62.51,0.061
HIGHRISK_5_ACA2,d1p3,2015-08-25,2015-08-25,61768,60.32,0.059
HIGHRISK_ACA_PODS,d1p3,2015-10-12,2015-10-12,1303688,1273.13,1.243
HIGHRISK_COMM_PODS,d1p3,2015-10-08,2015-10-08,266840,260.59,0.254
HIGHRISK_MA_PODS,d1p3,2015-08-28,2015-08-28,164360,160.51,0.157
HIGH_COST_MEDICARE_RX_TOP,d1p3,2015-02-12,2015-02-12,25032,24.45,0.024
HIGH_RISK_201412,f0de,2015-06-03,2015-06-03,72552,70.85,0.069
HIGH_RISK_201503,d1p3,2015-04-08,2015-04-08,2440,2.38,0.002
HIGH_RISK_201505,d1p3,2015-06-15,2015-06-15,3136,3.06,0.003
HIGH_RISK_201506,e8yf,2015-07-11,2015-07-11,3136,3.06,0.003
HIGH_RISK_201507,e8yf,2015-08-11,2015-08-11,4864,4.75,0.005
HIGH_RISK_201509,e8yf,2015-10-16,2015-10-16,5344,5.22,0.005
HIGH_RISK_201510,e8yf,2015-11-18,2015-11-18,5744,5.61,0.005
HIGH_RISK_201511,e8yf,2015-12-17,2015-12-17,5744,5.61,0.005
HIGH_RISK_201512,e8yf,2016-02-01,2016-02-01,6208,6.06,0.006
HIGH_RISK_201601,e8yf,2016-02-24,2016-02-24,16,0.02,0
HIGH_RISK_201602,f3vc,2016-04-04,2016-04-04,16,0.02,0
HIGH_RISK_201603,f3s3,2016-07-14,2016-07-14,5480,5.35,0.005
HIGH_RISK_201604,f3s3,2016-07-14,2016-07-14,5816,5.68,0.006
HIGH_RISK_ACA_201506,e8yf,2015-07-28,2015-07-28,4600,4.49,0.004
HIGH_RISK_EV201507,d1p3,2015-09-18,2015-09-18,5136,5.02,0.005
HRA_2014,d1p3,2016-06-17,2016-06-17,1776,1.73,0.002
HRA_2015,d1p3,2016-06-17,2016-06-17,2616,2.55,0.002
HRA_MATCHES_2014,d1p3,2016-06-20,2016-06-20,2376,2.32,0.002
HRA_MATCHES_2015,d1p3,2016-06-20,2016-06-20,2936,2.87,0.003
HRMPIDCONTRACT,d1p3,2013-06-21,2013-06-21,272,0.27,0
HRMPIDCONTRACT2,d1p3,2013-06-18,2013-06-18,80,0.08,0
HRMPIDCONTRACT_TEST,d1p3,2013-06-20,2013-06-20,168,0.16,0
HRMP_NICU_LEVELS_ROI,d1p3,2013-06-13,2013-06-13,232,0.23,0
HRMP_PROG_AFTER_EXCL3,d1p3,2013-06-14,2013-06-14,152,0.15,0
HYPERTENSION_2VISITS,d1p3,2016-04-05,2016-04-05,40192,39.25,0.038
H_201412,d1p3,2015-06-05,2015-06-05,296,0.29,0
ICA_PROVIDER_LEVERAGE,d1p3,2015-08-14,2015-08-14,48808,47.66,0.047
ICA_VB,d1p3,2015-07-28,2015-07-28,506408,494.54,0.483
ICD10CAT,d7yp,2012-05-09,2012-05-09,744,0.73,0.001
ICD10_ALINEO_GP,d1p3,2014-02-03,2014-02-03,20768,20.28,0.02
ICD9CAT,d7yp,2012-05-09,2012-05-09,456,0.45,0
ICD9_5DIGIT_DESC,d1p3,2013-03-14,2013-03-14,1328,1.3,0.001
ICD9_DESC,d7yp,2013-03-18,2013-03-18,488,0.48,0
ICUBA_CASE_MGT_ENRT_NONENRT2,d1p3,2012-04-13,2012-04-13,296,0.29,0
ICUBA_CASE_MGT_PART,d1p3,2012-04-13,2012-04-13,12776,12.48,0.012
ICUBA_ENG_SIMES,d1p3,2011-10-26,2011-10-26,5832,5.7,0.006
ICUBA_IDD_SIMES,d1p3,2011-10-27,2011-10-27,157896,154.2,0.151
ICUBA_IDD_SIMES_BRAD,d1p3,2011-10-28,2011-10-28,146056,142.63,0.139
ICUBA_NYU_0809_0710_PA,d1p3,2011-07-27,2011-07-27,33672,32.88,0.032
IDANDSTRAT_201603,d7yp,2016-05-06,2016-05-06,560696,547.55,0.535
IDANDSTRAT_201604,d7yp,2016-06-03,2016-06-03,569208,555.87,0.543
IDANDSTRAT_201605,d7yp,2016-07-12,2016-07-12,556472,543.43,0.531
IDANDSTRAT_WCC,f6n9,2014-09-11,2014-09-11,402344,392.91,0.384
IDANDSTRAT_WCC_LABS,f6n9,2014-09-11,2014-09-11,491360,479.84,0.469
ID_STRAT_IP_ER,d1p3,2015-01-09,2015-01-09,214488,209.46,0.205
IMMUNE_CLAIMS_DETAILED,f3s3,2015-08-21,2015-08-21,116808,114.07,0.111
IMMUNE_VAXCARE_AGGREGATE_TYPE,f3s3,2015-08-18,2015-08-18,16872,16.48,0.016
IMMUNE_VAXCARE_MBRSUM,f3s3,2015-08-18,2015-08-18,3224,3.15,0.003
IMPACT_REPORTV2,f0de,2015-10-12,2015-10-12,99912,97.57,0.095
INCLUSION_COMMERCIAL,d1p3,2013-10-29,2013-10-29,16,0.02,0
INCLUSION_COMMERCIAL_AUTH,d1p3,2013-11-06,2013-11-06,16,0.02,0
INCLUSION_MEDICARE,d1p3,2013-10-28,2013-10-28,16,0.02,0
INCLUSION_MEDICARE_AUTH,d1p3,2013-11-05,2013-11-05,16,0.02,0
INCLUSION_MEDICARE_AUTH_NOAUTH,d1p3,2013-11-07,2013-11-07,16,0.02,0
INDICATOR_TO_ONSET_MAPPING,f6n9,2014-05-02,2014-05-02,72,0.07,0
INDV_COMMERC_NOPOLK_RANK_V,e2a6,2012-01-05,2012-01-05,10328,10.09,0.01
INDV_COMMERC_NOPOLK_RANK_VA,e2a6,2012-01-08,2012-01-08,7320,7.15,0.007
INDV_COMMERC_NOPOLK_V,e2a6,2012-01-06,2012-01-06,7760,7.58,0.007
INDV_COMMERC_NOPOLK_VA,e2a6,2012-01-08,2012-01-08,6280,6.13,0.006
INOVALON_CARE_BARRIERS_101414,g0av,2014-10-14,2014-10-14,4528,4.42,0.004
INOVALON_CONTACTS_101414,g0av,2014-10-14,2014-10-14,75656,73.88,0.072
INOVALON_NOCONTACT_101414,g0av,2014-10-14,2014-10-14,4784,4.67,0.005
INST_DETAIL_10P_HCC,f0de,2015-05-26,2015-05-26,34120,33.32,0.033
INST_SUM_10P_HCC,f0de,2015-05-26,2015-05-26,2360,2.3,0.002
INTERNAL_MBR_ENRT,d1p3,2014-04-10,2014-04-10,392,0.38,0
IP_AUTHS_FOR_VALIDATION2,d1p3,2015-03-31,2015-03-31,4859208,4745.32,4.634
IP_CLM_2014_15,d1p3,2016-04-19,2016-04-19,4951688,4835.63,4.722
IP_OUTCOMES_HD,d1p3,2012-04-10,2012-04-10,136,0.13,0
JIVAENGSCORECARD_201509,e8yf,2015-10-19,2015-10-19,712,0.7,0.001
JIVAENGSCORECARD_201510,e8yf,2015-11-19,2015-11-19,792,0.77,0.001
JIVAENGSCORECARD_201511,e8yf,2015-12-21,2015-12-21,856,0.84,0.001
JIVAENGSCORECARD_201512,e8yf,2016-02-02,2016-02-02,904,0.88,0.001
